,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
201,0rzaRSujxA0bKyjJl6vHYq,0.576,0.457,0,-6.473,0.0304,0.143,3.05e-05,0.0917,0.301,138.984
202,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,2,-10.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199
203,12OLyHDxt6dqlAybSPFBK3,0.646,0.355,1,-7.119,0.0263,0.873,0.0,0.115,0.364,84.988
204,3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,0.0533,0.618,0.0,0.31,0.441,109.414
205,0pdKRp2sUthTPe7RLWpPqQ,0.713,0.452,1,-9.638,0.0295,0.841,0.0038,0.105,0.235,102.963
206,5vjLSffimiIP26QG5WcN2K,0.618,0.443,2,-9.681,0.0526,0.469,0.0,0.0829,0.167,119.949
207,7dDrR6vMK1JAwZZ5MIWgme,0.436,0.255,3,-8.623,0.0364,0.955,3.28e-05,0.106,0.15,113.265
208,74TyVgCIQH6RTf2x49UaUO,0.58,0.74,4,-4.135,0.0595,0.539,0.0,0.408,0.213,80.054
209,3dHDHSdPqasVKTgKaKVG7X,0.567,0.286,0,-12.034,0.0346,0.921,1.61e-06,0.245,0.58,125.67
210,3AnaM2KjdnVzEsyZJeWpa3,0.438,0.132,8,-13.209,0.0348,0.779,0.0,0.0761,0.129,109.947
211,3BaBmebUr75Oj4tkfG23Cu,0.543,0.4,3,-9.321,0.032,0.71,2.44e-06,0.105,0.274,82.01
212,2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
213,5NRuQRBI72cPpoU8WcCg46,0.474,0.716,10,-4.608,0.0378,0.288,0.0,0.489,0.316,85.957
214,5aXfGM7WVcqyAvqnL7k0y3,0.62,0.379,3,-8.675,0.0412,0.797,0.0,0.195,0.509,118.899
215,3NLuRwdC33GHNouWUa0CUT,0.472,0.468,3,-12.875,0.0385,0.938,0.876,0.334,0.375,113.452
216,0QZMfHkSdCXeJpszp7peVR,0.194,0.121,6,-31.274,0.0504,0.979,0.931,0.0902,0.0886,70.103
217,1kFrfg16usCeiNl0OewQVs,0.82,0.625,1,-4.391,0.0404,0.759,0.0,0.109,0.731,88.991
218,59CfNbkERJ3NoTXDvoURjj,0.345,0.612,7,-6.543,0.0608,0.232,0.0,0.194,0.232,179.773
219,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,4,-15.159,0.0379,0.83,0.00653,0.147,0.119,140.214
220,47hJYBDckFqxQlpmqSj8Wk,0.623,0.271,0,-11.946,0.0309,0.527,0.000246,0.0909,0.0676,109.973
221,1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,6,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052
222,3RIgHHpnFKj5Rni1shokDj,0.215,0.203,5,-12.65,0.0346,0.968,0.0585,0.0923,0.143,78.287
223,5eCjdVDdF66zaMcz4QJn5s,0.469,0.474,0,-8.092,0.0355,0.651,0.0,0.0888,0.313,114.576
224,7H0ya83CMmgFcOhw0UB6ow,0.508,0.792,0,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067
225,76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,0.0638,0.107,9.9e-06,0.447,0.525,170.01
